"No.","Time","Source","Destination","Protocol","Length","Info"
"965","14.136799","10.11.157.227","224.0.0.251","MDNS","290","Standard query 0x0000 ANY 3.c.f.2.5.e.0.b.a.b.1.9.3.f.8.2.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-28.local, ""QM"" question ANY 227.157.11.10.in-addr.arpa, ""QM"" question A 10.11.157.227 PTR ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-28.local AAAA fe80::28f3:91ba:b0e5:2fc3 PTR ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-28.local"
"966","14.140305","fe80::710c:b33c:ca0d:73e3","ff02::fb","MDNS","154","Standard query response 0x0000 AAAA, cache flush fe80::710c:b33c:ca0d:73e3"
"967","14.141884","10.11.154.197","224.0.0.251","MDNS","150","Standard query response 0x0000 AAAA, cache flush fe80::710c:b33c:ca0d:73e3 A, cache flush 10.11.154.197"
"968","14.142838","BrocadeCommu_da:49:c0","Broadcast","ARP","60","Who has 10.11.151.126? Tell 10.11.144.1"
"969","14.144219","BrocadeCommu_da:49:c0","Broadcast","ARP","60","Who has 10.11.146.31? Tell 10.11.144.1"
"970","14.145959","fe80::3df3:e478:419:6efb","ff02::1:2","DHCPv6","157","Solicit XID: 0xbd2d3c CID: 000100012d17327be8d8d1ea3aca "
"971","14.147115","MicroStarINT_67:e9:6d","Broadcast","ARP","60","Who has 10.11.145.254? Tell 10.11.150.90"
"972","14.148327","BrocadeCommu_da:49:c0","Broadcast","ARP","60","Who has 10.11.149.71? Tell 10.11.144.1"
"973","14.149576","10.11.147.25","10.11.159.255","NBNS","92","Name query NB DESKTOP-65DB11P<1c>"
"974","14.150787","fe80::f1f9:489f:9578:d80","ff02::2","ICMPv6","70","Router Solicitation from 28:c5:c8:79:9a:62"
"975","14.151687","HewlettPacka_64:83:1c","Broadcast","ARP","60","Who has 10.1.1.1? Tell 10.1.1.19"
"976","14.233745","EliteGroupCo_43:66:59","Broadcast","ARP","60","Who has 10.11.156.223? Tell 10.11.147.118"
"977","14.234900","EliteGroupCo_43:66:59","Broadcast","ARP","60","Who has 10.11.158.165? Tell 10.11.147.118"
"978","14.336836","fe80::be8c:6fdf:ac24:901b","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"979","14.338022","HP_13:af:6c","Broadcast","ARP","60","Who has 10.11.144.116? Tell 10.11.149.12"
"980","14.339965","fe80::3df6:3298:8bba:2c63","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"981","14.438823","HikvisionDig_d2:f7:b5","Broadcast","ARP","60","Who has 10.11.144.23? Tell 10.11.158.155"
"982","14.541299","fe80::56e:805b:795d:e5ee","ff02::1:3","LLMNR","99","Standard query 0x0476 A donate-v2-xxxxx-com"
"983","14.542447","10.1.1.19","224.0.0.252","LLMNR","79","Standard query 0x0476 A donate-v2-xxxxx-com"
"984","14.643810","fe80::56e:805b:795d:e5ee","ff02::1:3","LLMNR","99","Standard query 0x0476 A donate-v2-xxxxx-com"
"985","14.645259","10.1.1.19","224.0.0.252","LLMNR","79","Standard query 0x0476 A donate-v2-xxxxx-com"
"986","14.647818","fe80::c063:a953:e89a:82cd","ff02::fb","MDNS","252","Standard query 0x0000 ANY d.c.2.8.a.9.8.e.3.5.9.a.3.6.0.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-12.local, ""QM"" question AAAA fe80::c063:a953:e89a:82cd PTR ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-12.local"
"987","14.650254","10.11.148.165","224.0.0.251","MDNS","232","Standard query 0x0000 ANY d.c.2.8.a.9.8.e.3.5.9.a.3.6.0.c.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-12.local, ""QM"" question AAAA fe80::c063:a953:e89a:82cd PTR ubuntu-HP-Pro-Tower-280-G9-E-PCI-Desktop-PC-12.local"
"988","14.653897","fe80::5910:9cc8:9b1d:185e","ff02::fb","MDNS","154","Standard query response 0x0000 AAAA, cache flush fe80::5910:9cc8:9b1d:185e"
"989","14.657634","10.11.152.18","224.0.0.251","MDNS","150","Standard query response 0x0000 AAAA, cache flush fe80::5910:9cc8:9b1d:185e A, cache flush 10.11.152.18"
"990","14.658583","HewlettPacka_52:a2:f5","Broadcast","ARP","60","Who has 10.11.146.208? Tell 10.11.148.153"
"991","14.659496","HewlettPacka_52:a2:f5","Broadcast","ARP","60","Who has 10.11.151.163? Tell 10.11.148.153"
"992","14.660729","HewlettPacka_52:a2:f5","Broadcast","ARP","60","Who has 10.11.156.37? Tell 10.11.148.153"
"993","14.662023","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","113","Standard query 0x0000 ANY DESKTOP-0S7HGAM._dosvc._tcp.local, ""QM"" question"
"994","14.665901","fe80::3df6:3298:8bba:2c63","ff02::fb","MDNS","385","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.152.242 AAAA fe80::3df6:3298:8bba:2c63"
"995","14.668615","10.11.151.114","224.0.0.251","MDNS","93","Standard query 0x0000 ANY DESKTOP-0S7HGAM._dosvc._tcp.local, ""QM"" question"
"996","14.671425","fe80::4ba5:d960:53dc:beef","ff02::fb","MDNS","297","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.144.216 AAAA fe80::4ba5:d960:53dc:beef"
"997","14.673155","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(1)._dosvc._tcp.local, ""QM"" question"
"998","14.682919","fe80::64ad:a9c0:83cd:d7d1","ff02::fb","MDNS","1115","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(28)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(27)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(34)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.149.12 AAAA fe80::64ad:a9c0:83cd:d7d1"
"999","14.686468","10.11.152.242","224.0.0.251","MDNS","365","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.152.242 AAAA fe80::3df6:3298:8bba:2c63"
"1000","14.746959","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(1)._dosvc._tcp.local, ""QM"" question"
"1001","14.750163","10.11.144.216","224.0.0.251","MDNS","277","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.144.216 AAAA fe80::4ba5:d960:53dc:beef"
"1002","14.751669","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(2)._dosvc._tcp.local, ""QM"" question"
"1003","14.756424","fe80::4ba5:d960:53dc:beef","ff02::fb","MDNS","505","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.144.216 AAAA fe80::4ba5:d960:53dc:beef"
"1004","14.757892","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(3)._dosvc._tcp.local, ""QM"" question"
"1005","14.766795","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","1025","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(16)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(7)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1006","14.778420","10.11.149.12","224.0.0.251","MDNS","1095","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(28)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(27)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(34)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.149.12 AAAA fe80::64ad:a9c0:83cd:d7d1"
"1007","14.779749","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(2)._dosvc._tcp.local, ""QM"" question"
"1008","14.784154","10.11.144.216","224.0.0.251","MDNS","485","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.144.216 AAAA fe80::4ba5:d960:53dc:beef"
"1009","14.787279","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(4)._dosvc._tcp.local, ""QM"" question"
"1010","14.798001","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","1258","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(3)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(16)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(7)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1011","14.850834","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(5)._dosvc._tcp.local, ""QM"" question"
"1012","14.857540","fe80::c50a:2894:9804:b342","ff02::fb","MDNS","790","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1013","14.858971","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(3)._dosvc._tcp.local, ""QM"" question"
"1014","14.860445","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(6)._dosvc._tcp.local, ""QM"" question"
"1015","14.869136","10.11.151.114","224.0.0.251","MDNS","1005","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(16)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(7)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1016","14.871637","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(4)._dosvc._tcp.local, ""QM"" question"
"1017","14.876739","fe80::c50a:2894:9804:b342","ff02::fb","MDNS","557","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1018","14.887494","10.11.151.114","224.0.0.251","MDNS","1238","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(3)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(16)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(7)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1019","14.888567","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(5)._dosvc._tcp.local, ""QM"" question"
"1020","14.895516","10.11.155.171","224.0.0.251","MDNS","770","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1021","14.951900","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(7)._dosvc._tcp.local, ""QM"" question"
"1022","14.956969","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","557","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1023","14.958614","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","116","Standard query 0x0000 ANY DESKTOP-0S7HGAM(8)._dosvc._tcp.local, ""QM"" question"
"1024","15.054209","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","117","Standard query 0x0000 ANY DESKTOP-0S7HGAM(11)._dosvc._tcp.local, ""QM"" question"
"1025","15.055519","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(7)._dosvc._tcp.local, ""QM"" question"
"1026","15.060458","10.11.151.114","224.0.0.251","MDNS","537","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(31)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.151.114 AAAA fe80::c42c:ffaa:cac7:4cd7"
"1027","15.061637","fe80::f67e:811b:2263:c8b1","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1028","15.063082","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(8)._dosvc._tcp.local, ""QM"" question"
"1029","15.076264","fe80::c50a:2894:9804:b342","ff02::fb","IPv6","1510","IPv6 fragment (off=0 more=y ident=0x00007198 nxt=17)"
"1030","15.088893","fe80::c50a:2894:9804:b342","ff02::fb","IPv6","1510","IPv6 fragment (off=1448 more=y ident=0x00007198 nxt=17)"
"1031","15.167123","fe80::c50a:2894:9804:b342","ff02::fb","IPv6","1510","IPv6 fragment (off=2896 more=y ident=0x00007198 nxt=17)"
"1032","15.179934","fe80::c50a:2894:9804:b342","ff02::fb","IPv6","1510","IPv6 fragment (off=4344 more=y ident=0x00007198 nxt=17)"
"1033","15.268591","fe80::c50a:2894:9804:b342","ff02::fb","MDNS","1388","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(43)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(446)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(71)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(633)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(401)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(421)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(779)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(782)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(304)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(819)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(195)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(525)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(835)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(14)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(881)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(901)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(218)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(320)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(452)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(656)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(795)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(201)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(30)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(12)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(10)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(15)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(5)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1034","15.272708","10.11.155.83","224.0.0.251","MDNS","449","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(32)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.83 AAAA fe80::a28e:c533:4fc6:85e6"
"1035","15.274086","10.11.151.114","224.0.0.251","MDNS","96","Standard query 0x0000 ANY DESKTOP-0S7HGAM(9)._dosvc._tcp.local, ""QM"" question"
"1036","15.282966","10.11.155.83","224.0.0.251","MDNS","1020","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(20)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(22)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(8)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(32)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.83 AAAA fe80::a28e:c533:4fc6:85e6"
"1037","15.285599","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","117","Standard query 0x0000 ANY DESKTOP-0S7HGAM(12)._dosvc._tcp.local, ""QM"" question"
"1038","15.298321","fe80::c50a:2894:9804:b342","ff02::fb","MDNS","1494","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(10)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(15)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(5)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1039","15.299423","fe80::f67e:811b:2263:c8b1","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"1040","15.300801","10.11.151.114","224.0.0.251","MDNS","97","Standard query 0x0000 ANY DESKTOP-0S7HGAM(10)._dosvc._tcp.local, ""QM"" question"
"1041","15.360700","fe80::c42c:ffaa:cac7:4cd7","ff02::fb","MDNS","117","Standard query 0x0000 ANY DESKTOP-0S7HGAM(13)._dosvc._tcp.local, ""QM"" question"
"1042","15.371242","10.11.155.171","224.0.0.251","MDNS","1239","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(15)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(5)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
"1043","15.372508","10.11.151.114","224.0.0.251","MDNS","97","Standard query 0x0000 ANY DESKTOP-0S7HGAM(11)._dosvc._tcp.local, ""QM"" question"
"1044","15.385206","10.11.155.171","224.0.0.251","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=0, ID=3331) [Reassembled in #1048]"
"1045","15.398284","10.11.155.171","224.0.0.251","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=1480, ID=3331) [Reassembled in #1048]"
"1046","15.411869","10.11.155.171","224.0.0.251","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=2960, ID=3331) [Reassembled in #1048]"
"1047","15.474657","10.11.155.171","224.0.0.251","IPv4","1514","Fragmented IP protocol (proto=UDP 17, off=4440, ID=3331) [Reassembled in #1048]"
"1048","15.485158","10.11.155.171","224.0.0.251","MDNS","1232","Standard query response 0x0000 SRV 0 0 7680 DESKTOP-0S7HGAM.local PTR DESKTOP-0S7HGAM(43)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(446)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(71)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(633)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(401)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(421)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(779)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(782)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(304)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(819)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(195)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(525)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(835)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(14)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(881)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(901)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(218)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(320)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(452)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(656)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(795)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(201)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(30)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(12)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(10)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(15)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(5)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(6)._dosvc._tcp.local PTR DESKTOP-0S7HGAM(35)._dosvc._tcp.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT SRV 0 0 7680 DESKTOP-0S7HGAM.local TXT A 10.11.155.171 AAAA fe80::c50a:2894:9804:b342"
